gene,count,prevalence,product
hexR,8406,0.9771010112751366,HTH-type transcriptional regulator HexR
murR_1,8404,0.9768685342322445,HTH-type transcriptional regulator MurR
murR_2,8404,0.9768685342322445,HTH-type transcriptional regulator MurR
accA,8403,0.9767522957107986,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
lpdG,8400,0.9764035801464606,Dihydrolipoyl dehydrogenase
accD,8400,0.9764035801464606,Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
malX,8400,0.9764035801464606,PTS system maltose-specific EIICB component
rihA,8395,0.9758223875392305,Pyrimidine-specific ribonucleoside hydrolase RihA
dadD,8387,0.9748924793676624,5'-deoxyadenosine deaminase
ytcD_1,8385,0.9746600023247705,putative HTH-type transcriptional regulator YtcD
ytcD_2,8385,0.9746600023247705,putative HTH-type transcriptional regulator YtcD
bdhA_1,8383,0.9744275252818784,NADH-dependent butanol dehydrogenase A
agaA,8383,0.9744275252818784,N-acetylgalactosamine-6-phosphate deacetylase
bdhA_2,8383,0.9744275252818784,D-beta-hydroxybutyrate dehydrogenase
rhaS_3,8381,0.9741950482389864,HTH-type transcriptional activator RhaS
catE,8378,0.9738463326746484,"Catechol-2,3-dioxygenase"
comEA,8375,0.9734976171103104,ComE operon protein 1
opuCA_1,8359,0.9716378007671742,Glycine betaine/carnitine/choline transport ATP-binding protein OpuCA
opuCA_2,8359,0.9716378007671742,Carnitine transport ATP-binding protein OpuCA
gap_1,8357,0.9714053237242822,Glyceraldehyde-3-phosphate dehydrogenase
gap_2,8357,0.9714053237242822,Glyceraldehyde-3-phosphate dehydrogenase
pcrA,8357,0.9714053237242822,ATP-dependent DNA helicase PcrA
ponA,8348,0.9703591770312682,Penicillin-binding protein 1A
ccpB,8348,0.9703591770312682,Catabolite control protein B
bglK,8347,0.9702429385098221,Beta-glucoside kinase
licT_1,8341,0.9695455073811461,Transcription antiterminator LicT
licT_2,8341,0.9695455073811461,Transcription antiterminator LicT
gmuC,8340,0.9694292688597002,PTS system oligo-beta-mannoside-specific EIIC component
uxuA,8337,0.9690805532953621,Mannonate dehydratase
cynR_3,8332,0.968499360688132,HTH-type transcriptional regulator CynR
ulaE,8325,0.9676856910380099,L-ribulose-5-phosphate 3-epimerase UlaE
agaC_3,8316,0.9666395443449959,N-acetylgalactosamine permease IIC component 1
emrB_1,8307,0.9655933976519818,Multidrug export protein EmrB
emrB_2,8307,0.9655933976519818,Colistin resistance protein EmrB
ylaC,8305,0.9653609206090898,RNA polymerase sigma factor YlaC
yadH,8297,0.9644310124375218,Inner membrane transport permease YadH
rapA,8297,0.9644310124375218,RNA polymerase-associated protein RapA
znuA,8292,0.9638498198302917,High-affinity zinc uptake system binding-protein ZnuA
mro,8288,0.9633848657445078,Aldose 1-epimerase
ulaA_1,8287,0.9632686272230617,Ascorbate-specific PTS system EIIC component
ulaA_2,8287,0.9632686272230617,Ascorbate-specific PTS system EIIC component
glcR_1,8286,0.9631523887016157,HTH-type transcriptional repressor GlcR
glcR_2,8286,0.9631523887016157,HTH-type transcriptional repressor GlcR
ulaG,8284,0.9629199116587237,putative L-ascorbate-6-phosphate lactonase UlaG
strA,8284,0.9629199116587237,Sortase A
ulaF,8281,0.9625711960943857,L-ribulose-5-phosphate 4-epimerase UlaF
phoB,8277,0.9621062420086016,Alkaline phosphatase 3
glmS_2,8276,0.9619900034871557,Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
glmS_1,8276,0.9619900034871557,Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
selD,8273,0.9616412879228177,"Selenide, water dikinase"
lacD_1,8273,0.9616412879228177,"Tagatose 1,6-diphosphate aldolase"
lacD_2,8273,0.9616412879228177,"Tagatose 1,6-diphosphate aldolase"
uvrB,8268,0.9610600953155876,UvrABC system protein B
comFA,8266,0.9608276182726956,ComF operon protein 1
acuI,8262,0.9603626641869115,putative acrylyl-CoA reductase AcuI
grdB,8242,0.9580378937579914,Glycine reductase complex component B subunit gamma
hndA,8240,0.9578054167150993,NADP-reducing hydrogenase subunit HndA
speG,8239,0.9576891781936534,Spermidine N(1)-acetyltransferase
dppA,8239,0.9576891781936534,D-aminopeptidase
frlB,8238,0.9575729396722074,Fructosamine deglycase FrlB
pdhC,8237,0.9574567011507613,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
btuD_7,8227,0.9562943159363013,Vitamin B12 import ATP-binding protein BtuD
pepF1,8220,0.9554806462861792,"Oligoendopeptidase F, plasmid"
sgbH,8219,0.9553644077647332,3-keto-L-gulonate-6-phosphate decarboxylase SgbH
arlR,8216,0.9550156922003952,Response regulator ArlR
queT,8215,0.9548994536789492,Queuosine precursor transporter QueT
gcdC,8205,0.9537370684644891,Glutaconyl-CoA decarboxylase subunit gamma
ribZ,8193,0.952342206207137,Riboflavin transporter RibZ
ftsE,8185,0.951412298035569,Cell division ATP-binding protein FtsE
mngB,8185,0.951412298035569,Mannosylglycerate hydrolase
ltaS1_1,8178,0.950598628385447,Lipoteichoic acid synthase 1
ltaS1_2,8178,0.950598628385447,Lipoteichoic acid synthase 1
sorB_3,8172,0.9499011972567709,PTS system sorbose-specific EIIB component
napA_1,8166,0.9492037661280949,Periplasmic nitrate reductase
napA_2,8166,0.9492037661280949,Na(+)/H(+) antiporter
cdr,8153,0.9476926653492967,Coenzyme A disulfide reductase
expZ,8144,0.9466465186562827,Nucleotide-binding protein ExpZ
purL,8143,0.9465302801348366,Phosphoribosylformylglycinamidine synthase subunit PurL
yknX,8132,0.9452516563989306,Putative efflux system component YknX
iolU_2,8125,0.9444379867488085,scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
iolU_1,8125,0.9444379867488085,scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
metK,8122,0.9440892711844705,S-adenosylmethionine synthase
apc3,8121,0.9439730326630246,Acetophenone carboxylase gamma subunit
xerC_3,8117,0.9435080785772405,Tyrosine recombinase XerC
yadG,8108,0.9424619318842264,putative ABC transporter ATP-binding protein YadG
fcbA2,8098,0.9412995466697663,4-chlorobenzoate--CoA ligase
fdrA,8079,0.9390910147622922,Protein FdrA
dexB,8072,0.9382773451121702,"Glucan 1,6-alpha-glucosidase"
topA,8065,0.9374636754620481,DNA topoisomerase 1
degA_3,8055,0.936301290247588,HTH-type transcriptional regulator DegA
malL_1,7999,0.9297919330466117,"Oligo-1,6-glucosidase"
malL_2,7999,0.9297919330466117,"Oligo-1,6-glucosidase"
dgaR_5,7990,0.9287457863535976,Transcriptional regulatory protein DagR
addA,7982,0.9278158781820295,ATP-dependent helicase/nuclease subunit A
mhqD_2,7936,0.9224689061955131,Putative hydrolase MhqD
mhqD_1,7936,0.9224689061955131,Putative hydrolase MhqD
arnC_1,7924,0.9210740439381611,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
arnC_2,7924,0.9210740439381611,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
hndC,7911,0.919562943159363,NADP-reducing hydrogenase subunit HndC
yxeI,7905,0.918865512030687,putative protein YxeI
licH,7898,0.9180518423805649,putative 6-phospho-beta-glucosidase
oxyR,7891,0.9172381727304428,Hydrogen peroxide-inducible genes activator
lysA,7843,0.9116587237010345,Diaminopimelate decarboxylase
phrB,7787,0.9051493665000582,Deoxyribodipyrimidine photo-lyase
adk,7783,0.9046844124142741,Adenylate kinase
melR_2,7781,0.904451935371382,HTH-type transcriptional repressor MelR
melR_1,7781,0.904451935371382,HTH-type transcriptional repressor MelR
copY,7770,0.903173311635476,Transcriptional repressor CopY
araQ_3,7757,0.9016622108566779,L-arabinose transport system permease protein AraQ
cetB,7729,0.8984075322561897,2-epi-5-epi-valiolone epimerase
katA,7702,0.8952690921771475,Vegetative catalase
yxdL,7675,0.8921306520981053,ABC transporter ATP-binding protein YxdL
pchA,7674,0.8920144135766593,Salicylate biosynthesis isochorismate synthase
pknD,7668,0.8913169824479833,Serine/threonine-protein kinase PknD
apt,7667,0.8912007439265373,Adenine phosphoribosyltransferase
sorA_4,7658,0.8901545972335232,PTS system sorbose-specific EIIC component
cadA,7656,0.8899221201906312,"Cadmium, zinc and cobalt-transporting ATPase"
dnaC,7644,0.8885272579332791,Replicative DNA helicase
yvyI,7643,0.8884110194118331,Putative mannose-6-phosphate isomerase YvyI
copA,7633,0.887248634197373,Copper-exporting P-type ATPase
rpe,7623,0.8860862489829129,Ribulose-phosphate 3-epimerase
srlR,7619,0.8856212948971289,Glucitol operon repressor
xerC_4,7615,0.8851563408113449,Tyrosine recombinase XerC
rbsK/rbiA,7607,0.8842264326397768,Bifunctional ribokinase/ribose-5-phosphate isomerase A
manZ_9,7604,0.8838777170754388,PTS system mannose-specific EIID component
htpX,7585,0.8816691851679647,Protease HtpX
clpC,7583,0.8814367081250727,Negative regulator of genetic competence ClpC/MecB
spsB_2,7581,0.8812042310821806,Signal peptidase IB
spsB_1,7581,0.8812042310821806,Signal peptidase IB
ngcF,7564,0.8792281762175985,Diacetylchitobiose uptake system permease protein NgcF
copB,7559,0.8786469836103685,Copper-exporting P-type ATPase B
ybbH_5,7558,0.8785307450889225,putative HTH-type transcriptional regulator YbbH
hchA,7513,0.8733000116238522,Protein/nucleic acid deglycase HchA
treR,7512,0.8731837731024061,HTH-type transcriptional regulator TreR
kduD,7489,0.870510287109148,2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
kduI1,7489,0.870510287109148,4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase 1
kdgK,7487,0.8702778100662559,2-dehydro-3-deoxygluconokinase
gelE,7478,0.8692316633732419,Gelatinase
ppm1,7473,0.8686504707660119,Polyprenol monophosphomannose synthase
yeiL,7421,0.8626060676508195,Regulatory protein YeiL
glnQ_4,7387,0.8586539579216552,Glutamine transport ATP-binding protein GlnQ
yknY_3,7367,0.8563291874927351,putative ABC transporter ATP-binding protein YknY
fabG,7341,0.8533069859351389,3-oxoacyl-[acyl-carrier-protein] reductase FabG
licA,7338,0.8529582703708009,Lichenan-specific phosphotransferase enzyme IIA component
recU,7309,0.8495873532488667,Holliday junction resolvase RecU
ligA,7306,0.8492386376845287,DNA ligase
yycJ,7305,0.8491223991630826,Putative metallo-hydrolase YycJ
manX_5,7290,0.8473788213413925,PTS system mannose-specific EIIAB component
arnC_3,7258,0.8436591886551204,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
kdgA,7238,0.8413344182262001,KHG/KDPG aldolase
gdh_2,7235,0.8409857026618621,Glucose 1-dehydrogenase
gdh_1,7235,0.8409857026618621,NADP-specific glutamate dehydrogenase
recF,7141,0.8300592816459375,DNA replication and repair protein RecF
soj_1,7129,0.8286644193885854,Sporulation initiation inhibitor protein Soj
soj_2,7129,0.8286644193885854,Sporulation initiation inhibitor protein Soj
oppA,7090,0.8241311170521911,Oligopeptide-binding protein OppA
gatC_2,7082,0.8232012088806231,Glutamyl-tRNA(Gln) amidotransferase subunit C
gatC_1,7082,0.8232012088806231,PTS system galactitol-specific EIIC component
cspL,7065,0.8212251540160409,Cold shock protein 2
mepA,7054,0.8199465302801349,Multidrug export protein MepA
licR,7005,0.8142508427292805,putative licABCH operon regulator
scrB,6993,0.8128559804719284,Sucrose-6-phosphate hydrolase
bga_1,6957,0.8086713936998722,Beta-galactosidase
bga_2,6957,0.8086713936998722,Beta-galactosidase
lacX,6923,0.8047192839707079,"Protein LacX, plasmid"
uppP,6914,0.8036731372776938,Undecaprenyl-diphosphatase
lgt,6910,0.8032081831919098,Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
menE,6909,0.8030919446704637,2-succinylbenzoate--CoA ligase
lexA,6819,0.7926304777403231,LexA repressor
bceA,6751,0.7847262582819946,Bacitracin export ATP-binding protein BceA
btuD_8,6737,0.7830989189817505,Vitamin B12 import ATP-binding protein BtuD
rhaR_4,6735,0.7828664419388586,HTH-type transcriptional activator RhaR
agaC_4,6715,0.7805416715099384,N-acetylgalactosamine permease IIC component 1
yfkN_2,6689,0.7775194699523422,Trifunctional nucleotide phosphoesterase protein YfkN
yfkN_1,6689,0.7775194699523422,Trifunctional nucleotide phosphoesterase protein YfkN
COQ5,6672,0.77554341508776,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial"
sspA,6649,0.7728699290945019,Glutamyl endopeptidase
lemA,6649,0.7728699290945019,Protein LemA
dps,6629,0.7705451586655818,DNA protection during starvation protein
xerC_5,6613,0.7686853423224457,Tyrosine recombinase XerC
xerD,6592,0.7662443333720795,Tyrosine recombinase XerD
fabG2,6523,0.758223875392305,putative oxidoreductase
fruA_3,6520,0.7578751598279669,PTS system fructose-specific EIIABC component
manP_1,6475,0.7526444263628966,PTS system mannose-specific EIIBCA component
manP_2,6475,0.7526444263628966,PTS system mannose-specific EIIBCA component
rhaM,6466,0.7515982796698826,L-rhamnose mutarotase
yesR,6466,0.7515982796698826,Unsaturated rhamnogalacturonyl hydrolase YesR
fryA,6466,0.7515982796698826,Multiphosphoryl transfer protein 1
dctM,6461,0.7510170870626526,C4-dicarboxylate TRAP transporter large permease protein DctM
dgt,6457,0.7505521329768685,Deoxyguanosinetriphosphate triphosphohydrolase
nagA,6454,0.7502034174125305,N-acetylglucosamine-6-phosphate deacetylase
rhaB,6454,0.7502034174125305,L-Rhamnulokinase
rhaA,6436,0.7481111240265024,L-rhamnose isomerase
lacR,6400,0.7439265372544461,Lactose phosphotransferase system repressor
dctP,6397,0.7435778216901081,Solute-binding protein
gltP,6316,0.7341625014529816,Proton/glutamate-aspartate symporter
rsfS,6301,0.7324189236312915,Ribosomal silencing factor RsfS
alsE,6301,0.7324189236312915,D-allulose-6-phosphate 3-epimerase
rhaD,6300,0.7323026851098454,Rhamnulose-1-phosphate aldolase
clpP,6268,0.7285830524235731,ATP-dependent Clp protease proteolytic subunit
moaE2,6265,0.7282343368592351,Molybdopterin molybdenumtransferase 2
ssb_2,6258,0.7274206672091131,Single-stranded DNA-binding protein
ssb_1,6258,0.7274206672091131,Single-stranded DNA-binding protein
rhaR_5,6234,0.724630942694409,HTH-type transcriptional activator RhaR
stp_1,6202,0.7209113100081367,Multidrug resistance protein Stp
stp_2,6202,0.7209113100081367,Serine/threonine phosphatase stp
lhpI,6193,0.7198651633151226,Delta(1)-pyrroline-2-carboxylate reductase
hisC,6179,0.7182378240148786,Histidinol-phosphate aminotransferase
sstT,6176,0.7178891084505405,Serine/threonine transporter SstT
yddE_1,6163,0.7163780076717424,putative isomerase YddE
yddE_2,6163,0.7163780076717424,putative isomerase YddE
gmuR,6129,0.7124258979425782,HTH-type transcriptional regulator GmuR
lacB,6104,0.709519934906428,Galactose-6-phosphate isomerase subunit LacB
lacF,6096,0.7085900267348599,Lactose transport system permease protein LacF
aadK,6066,0.7051028710914797,Aminoglycoside 6-adenylyltransferase
gltT,6063,0.7047541555271417,Proton/sodium-glutamate symport protein
ytbE_1,6037,0.7017319539695455,putative oxidoreductase YtbE
ytbE_2,6037,0.7017319539695455,putative oxidoreductase YtbE
galE_1,6029,0.7008020457979774,UDP-glucose 4-epimerase
galE_2,6029,0.7008020457979774,UDP-glucose 4-epimerase
triA,6022,0.6999883761478554,Melamine deaminase
tarI,6020,0.6997558991049634,Ribitol-5-phosphate cytidylyltransferase
rfbB,5964,0.6932465419039869,"dTDP-glucose 4,6-dehydratase"
gatA,5964,0.6932465419039869,Glutamyl-tRNA(Gln) amidotransferase subunit A
celB,5948,0.6913867255608509,PTS system cellobiose-specific EIIC component
rpmF_1,5928,0.6890619551319307,50S ribosomal protein L32
rpmF_2,5928,0.6890619551319307,50S ribosomal protein L32
agrB,5901,0.6859235150528885,Accessory gene regulator protein B
wfgD,5890,0.6846448913169825,"UDP-Glc:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-glucosyltransferase WfgD"
mgtB,5876,0.6830175520167383,"Magnesium-transporting ATPase, P-type 1"
dasR,5852,0.6802278275020341,HTH-type transcriptional repressor DasR
hin,5841,0.6789492037661281,DNA-invertase hin
mgtA,5836,0.6783680111588981,"Magnesium-transporting ATPase, P-type 1"
lacA,5827,0.677321864465884,Galactose-6-phosphate isomerase subunit LacA
ghrB_1,5827,0.677321864465884,Glyoxylate/hydroxypyruvate reductase B
ghrB_2,5827,0.677321864465884,Glyoxylate/hydroxypyruvate reductase B
udk,5822,0.6767406718586539,Uridine kinase
moaA,5648,0.6565151691270487,"GTP 3',8-cyclase"
topB,5618,0.6530280134836685,DNA topoisomerase 3
tet(M),5561,0.6464024177612461,tetracycline resistance ribosomal protection protein Tet(M)
xerC_6,5553,0.6454725095896781,Tyrosine recombinase XerC
ugl_2,5510,0.6404742531674997,Unsaturated chondroitin disaccharide hydrolase
ugl_1,5510,0.6404742531674997,Unsaturated chondroitin disaccharide hydrolase
siaT,5420,0.630012786237359,Sialic acid TRAP transporter permease protein SiaT
adhA,5364,0.6235034290363827,Alcohol dehydrogenase 1
dppE_9,5346,0.6214111356503546,Dipeptide-binding protein DppE
tagA,5346,0.6214111356503546,N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
tagB,5344,0.6211786586074625,Teichoic acid glycerol-phosphate primase
tagD,5320,0.6183889340927583,Glycerol-3-phosphate cytidylyltransferase
gatB,5303,0.6164128792281762,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
mobA,5267,0.61222829245612,putative molybdenum cofactor guanylyltransferase
pucB,5224,0.6072300360339417,Purine catabolism protein PucB
sigW,5190,0.6032779263047774,ECF RNA polymerase sigma factor SigW
bin3_2,5186,0.6028129722189933,Putative transposon Tn552 DNA-invertase bin3
bin3_1,5186,0.6028129722189933,Putative transposon Tn552 DNA-invertase bin3
xylB,5183,0.6024642566546553,Xylulose kinase
iolG_1,5163,0.6001394862257352,Myo-inositol 2-dehydrogenase
iolG_2,5163,0.6001394862257352,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
csp,5137,0.5971172846681391,Cold shock protein 1
sasA,5122,0.5953737068464489,Adaptive-response sensory-kinase SasA
manR,5039,0.5857259095664303,Transcriptional regulator ManR
iolC_1,5023,0.5838660932232942,5-dehydro-2-deoxygluconokinase
iolC_2,5023,0.5838660932232942,5-dehydro-2-deoxygluconokinase
iolD,5015,0.5829361850517262,"3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase"
iolA,5007,0.582006276880158,Malonate-semialdehyde dehydrogenase
iolB,5006,0.5818900383587121,5-deoxy-glucuronate isomerase
iolE,5001,0.581308845751482,Inosose dehydratase
yidK,4997,0.580843891665698,putative symporter YidK
yhaP_1,4939,0.5741020574218296,putative protein YhaP
yhaP_2,4939,0.5741020574218296,putative protein YhaP
manZ_10,4927,0.5727071951644775,PTS system mannose-specific EIID component
iolG_3,4913,0.5710798558642334,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
hemH,4879,0.5671277461350691,Ferrochelatase
walR,4864,0.565384168313379,Transcriptional regulatory protein WalR
larD,4860,0.5649192142275951,D/L-lactic acid transporter
larR,4851,0.563873067534581,Lactate racemization regulatory protein
larC,4838,0.5623619667557829,"Pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel insertion protein"
dgaF_1,4831,0.5615482971056608,2-dehydro-3-deoxy-phosphogluconate aldolase
dgaF_2,4831,0.5615482971056608,2-dehydro-3-deoxy-phosphogluconate aldolase
ptcB,4796,0.5574799488550506,PTS system galactose-specific EIIB component
manX_6,4759,0.5531791235615483,PTS system mannose-specific EIIAB component
sorC,4700,0.5463210507962338,PTS system sorbose-specific EIIC component
yydJ,4674,0.5432988492386377,putative peptide export permease protein YydJ
rutB_1,4651,0.5406253632453795,Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
rutB_2,4651,0.5406253632453795,Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
nanE_1,4594,0.5339997675229571,Putative N-acetylmannosamine-6-phosphate 2-epimerase
nanE_2,4594,0.5339997675229571,Putative N-acetylmannosamine-6-phosphate 2-epimerase
arnC_4,4555,0.5294664651865628,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
smc,4504,0.5235383005928165,Chromosome partition protein Smc
glcB,4484,0.5212135301638963,PTS system glucoside-specific EIICBA component
crr_1,4482,0.5209810531210043,PTS system glucose-specific EIIA component
crr_2,4482,0.5209810531210043,PTS system glucose-specific EIIA component
dinB_3,4478,0.5205160990352202,DNA polymerase IV
soj_3,4475,0.5201673834708822,Sporulation initiation inhibitor protein Soj
btuD_9,4467,0.5192374752993142,Vitamin B12 import ATP-binding protein BtuD
agrA,4465,0.5190049982564222,Accessory gene regulator protein A
tarF,4454,0.5177263745205161,Teichoic acid glycerol-phosphate transferase
murB_2,4450,0.5172614204347321,UDP-N-acetylenolpyruvoylglucosamine reductase
murB_1,4450,0.5172614204347321,UDP-N-acetylenolpyruvoylglucosamine reductase
tagG_2,4446,0.516796466348948,Teichoic acid translocation permease protein TagG
tagG_1,4446,0.516796466348948,Teichoic acid translocation permease protein TagG
cbh,4445,0.516680227827502,Choloylglycine hydrolase
arcB_2,4434,0.515401604091596,"Ornithine carbamoyltransferase, catabolic"
arcB_1,4434,0.515401604091596,Delta(1)-pyrroline-2-carboxylate reductase
glf,4398,0.5112170173195397,UDP-galactopyranose mutase
mntB_2,4361,0.5069161920260374,Manganese transport system membrane protein MntB
mntB_1,4361,0.5069161920260374,Manganese transport system membrane protein MntB
ykoD_3,4361,0.5069161920260374,Putative HMP/thiamine import ATP-binding protein YkoD
scaC_2,4360,0.5067999535045914,Manganese import ATP-binding protein ScaC
scaC_1,4360,0.5067999535045914,Manganese import ATP-binding protein ScaC
ssaB,4345,0.5050563756829013,Manganese ABC transporter substrate-binding lipoprotein
ndvA,4330,0.5033127978612112,Beta-(1-->2)glucan export ATP-binding/permease protein NdvA
rpsN2,4309,0.500871788910845,Alternate 30S ribosomal protein S14
xerC_7,4301,0.499941880739277,Tyrosine recombinase XerC
rpsN2_2,4294,0.49912821108915495,Alternate 30S ribosomal protein S14
rpsN2_1,4294,0.49912821108915495,Alternate 30S ribosomal protein S14
scaC,4243,0.4932000464954086,Manganese import ATP-binding protein ScaC
mntB,4242,0.49308380797396256,Manganese transport system membrane protein MntB
dgaE_1,4240,0.49285133093107053,D-glucosaminate-6-phosphate ammonia lyase
dgaE_2,4240,0.49285133093107053,D-glucosaminate-6-phosphate ammonia lyase
gpmA_4,4193,0.4873881204231082,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase"
amt,4163,0.483900964779728,Ammonia channel
arcB,4159,0.483436010693944,"Ornithine carbamoyltransferase, catabolic"
tagG,4157,0.48320353365105195,Teichoic acid translocation permease protein TagG
murB,4153,0.48273857956526794,UDP-N-acetylenolpyruvoylglucosamine reductase
crr,4121,0.4790189468789957,PTS system glucose-specific EIIA component
smc_2,4099,0.4764616994071835,Chromosome partition protein Smc
smc_1,4099,0.4764616994071835,Chromosome partition protein Smc
licC_6,4066,0.4726258281994653,Lichenan permease IIC component
rpmGA_3,4038,0.4693711495989771,50S ribosomal protein L33 1
ant1,4037,0.4692549110775311,Streptomycin 3''-adenylyltransferase
nanE,4009,0.4660002324770429,Putative N-acetylmannosamine-6-phosphate 2-epimerase
rutB,3948,0.45890968266883647,Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
sttH,3917,0.4553062885040102,Streptothricin hydrolase
natR,3858,0.4484482157386958,Transcriptional regulatory protein NatR
rpmF_3,3804,0.4421713355806114,50S ribosomal protein L32
larE,3801,0.44182262001627337,"Pyridinium-3,5-bisthiocarboxylic acid mononucleotide synthase"
yydI,3799,0.4415901429733814,putative peptide export ATP-binding protein YydI
dgaE,3780,0.43938161106590723,D-glucosaminate-6-phosphate ammonia lyase
larO,3751,0.436010693943973,Nickel import ATP-binding protein LarO
larR_1,3749,0.43577821690108104,Lactate racemization regulatory protein
larR_2,3749,0.43577821690108104,Lactate racemization regulatory protein
larB,3747,0.435545739858189,"Pyridinium-3,5-biscarboxylic acid mononucleotide synthase"
walR_2,3739,0.43461583168662093,Transcriptional regulatory protein WalR
walR_1,3739,0.43461583168662093,Transcriptional regulatory protein WalR
larMN,3738,0.43449959316517495,putative fused nickel transport protein LarMN
larA,3736,0.4342671161222829,Lactate racemase
agrA_2,3731,0.43368592351505286,Accessory gene regulator protein A
agrA_1,3731,0.43368592351505286,Accessory gene regulator protein A
larQ,3683,0.42810647448564454,Nickel permease LarQ
yhaP,3661,0.4255492270138324,putative protein YhaP
erm,3605,0.41903986981285596,rRNA adenine N-6-methyltransferase
yafQ,3600,0.41845867720562596,mRNA interferase toxin YafQ
iolC,3580,0.4161339067767058,5-dehydro-2-deoxygluconokinase
Int-Tn,3568,0.41473904451935373,Transposase from transposon Tn916
ssb_3,3530,0.41032198070440545,Single-stranded DNA-binding protein
sorA_5,3514,0.4084621643612693,PTS system sorbose-specific EIIC component
sasA_1,3477,0.4041613390677671,Adaptive-response sensory-kinase SasA
sasA_2,3477,0.4041613390677671,Adaptive-response sensory-kinase SasA
sorB_4,3471,0.40346390793909104,PTS system sorbose-specific EIIB component
cas2,3467,0.402998953853307,CRISPR-associated endoribonuclease Cas2
cas1,3430,0.39869812855980474,CRISPR-associated endonuclease Cas1
xylB_1,3420,0.39753574334534464,Xylulose kinase
xylB_2,3420,0.39753574334534464,Xylulose kinase
xylA,3400,0.3952109729164245,Xylose isomerase
nagC,3376,0.3924212484017203,N-acetylglucosamine repressor
bcrA,3339,0.38812042310821804,Bacitracin transport ATP-binding protein BcrA
mobA_1,3335,0.38765546902243403,putative molybdenum cofactor guanylyltransferase
mobA_2,3335,0.38765546902243403,Molybdenum cofactor guanylyltransferase
panE_3,3316,0.3854469371149599,2-dehydropantoate 2-reductase
gatB_1,3300,0.3835871207718238,PTS system galactitol-specific EIIB component
gatB_2,3300,0.3835871207718238,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
iolG,3292,0.3826572126002557,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
ybbH_6,3282,0.38149482738579565,putative HTH-type transcriptional regulator YbbH
yurK,3277,0.3809136347785656,putative HTH-type transcriptional regulator YurK
recT,3268,0.37986748808555154,Protein RecT
pfs,3257,0.37858886434964545,Aminodeoxyfutalosine nucleosidase
natA,3245,0.37719400209229337,ABC transporter ATP-binding protein NatA
ulaB,3176,0.3691735441125189,Ascorbate-specific PTS system EIIB component
ulaC,3168,0.36824363594095083,Ascorbate-specific PTS system EIIA component
gph_4,3167,0.36812739741950484,Phosphoglycolate phosphatase
natA_1,3165,0.3678949203766128,ABC transporter ATP-binding protein NatA
natA_2,3165,0.3678949203766128,ABC transporter ATP-binding protein NatA
yncB,3105,0.36092060908985235,Endonuclease YncB
lagD,3090,0.35917703126816225,Lactococcin-G-processing and transport ATP-binding protein LagD
bglH_3,3060,0.35568987562478205,Aryl-phospho-beta-D-glucosidase BglH
xerC_8,2989,0.34743694060211555,Tyrosine recombinase XerC
topB_2,2984,0.3468557479948855,DNA topoisomerase 3
topB_1,2984,0.3468557479948855,DNA topoisomerase 3
asa1_2,2971,0.34534464721608743,Aggregation substance
asa1_1,2971,0.34534464721608743,Aggregation substance
dppE_10,2898,0.3368592351505289,Dipeptide-binding protein DppE
ugl,2847,0.3309310705567825,Unsaturated chondroitin disaccharide hydrolase
levD,2807,0.32628152969894225,PTS system fructose-specific EIIA component
udk_2,2781,0.32325932814134606,Uridine kinase
udk_1,2781,0.32325932814134606,Uridine kinase
moaA_2,2778,0.32291061257700804,"GTP 3',8-cyclase"
moaA_1,2778,0.32291061257700804,"GTP 3',8-cyclase"
ghrB,2776,0.322678135534116,Glyoxylate/hydroxypyruvate reductase B
