gene,gene_type,n_sequences,alignment_length,variable_sites,variation_rate_percent,codon_variable_sites,codon_syn_sites,codon_nonsyn_sites,syn_fraction,nonsyn_fraction,pN_pS_site,npN_pS,nonsyn_syn_ratio,normalized_selection,selection_category
ahpC,core,8599,564,98,17.375886524822697,80,34,46,0.425,0.575,1.3529411764705883,0.5411764705882354,1.3529411764705883,0.5411764705882354,Moderate purifying
rplN,core,8596,369,27,7.317073170731707,25,17,8,0.68,0.32,0.47058823529411764,0.18823529411764706,0.47058823529411764,0.18823529411764706,Strong purifying
yueI,core,8598,453,104,22.958057395143488,82,37,45,0.45121951219512196,0.5487804878048781,1.2162162162162162,0.4864864864864865,1.2162162162162162,0.4864864864864865,Moderate purifying
tilS,core,8603,1389,276,19.870410367170628,214,92,122,0.42990654205607476,0.5700934579439252,1.326086956521739,0.5304347826086956,1.326086956521739,0.5304347826086956,Moderate purifying
yvcJ,core,8601,888,141,15.878378378378377,118,74,44,0.6271186440677966,0.3728813559322034,0.5945945945945946,0.23783783783783785,0.5945945945945946,0.23783783783783785,Strong purifying
feoB,core,8588,2154,442,20.51996285979573,352,162,190,0.4602272727272727,0.5397727272727273,1.1728395061728396,0.46913580246913583,1.1728395061728396,0.46913580246913583,Moderate purifying
gdnC,core,8599,337,70,20.77151335311573,55,13,42,0.23636363636363636,0.7636363636363637,3.230769230769231,1.2923076923076924,3.230769230769231,1.2923076923076924,Near neutral
mshD_1,core,8537,1041,648,62.2478386167147,261,11,250,0.0421455938697318,0.9578544061302682,22.727272727272727,9.09090909090909,22.727272727272727,9.09090909090909,Relaxed/positive
rbgA,core,8601,936,181,19.337606837606838,142,69,73,0.4859154929577465,0.5140845070422535,1.0579710144927537,0.4231884057971015,1.0579710144927537,0.4231884057971015,Moderate purifying
pstB3_1,core,8602,810,323,39.876543209876544,193,72,121,0.37305699481865284,0.6269430051813472,1.6805555555555556,0.6722222222222223,1.6805555555555556,0.6722222222222223,Moderate purifying
rcsC_2,core,8603,2312,1540,66.60899653979239,567,39,528,0.06878306878306878,0.9312169312169312,13.538461538461538,5.415384615384616,13.538461538461538,5.415384615384616,Relaxed/positive
dnaI,core,8504,933,139,14.89817792068596,119,62,57,0.5210084033613446,0.4789915966386555,0.9193548387096774,0.36774193548387096,0.9193548387096774,0.36774193548387096,Moderate purifying
licT_1,core,8341,1100,845,76.81818181818181,299,12,287,0.04013377926421405,0.959866220735786,23.916666666666668,9.566666666666666,23.916666666666668,9.566666666666666,Relaxed/positive
dtpT,core,8577,1630,215,13.190184049079754,180,94,86,0.5222222222222223,0.4777777777777778,0.9148936170212766,0.3659574468085106,0.9148936170212766,0.3659574468085106,Moderate purifying
deoD,core,8589,723,116,16.044260027662517,93,40,53,0.43010752688172044,0.5698924731182796,1.325,0.53,1.325,0.53,Moderate purifying
gspA_2,core,8546,936,552,58.97435897435898,264,25,239,0.0946969696969697,0.9053030303030303,9.56,3.8240000000000003,9.56,3.8240000000000003,Relaxed/positive
ctsR,core,8598,468,46,9.82905982905983,40,24,16,0.6,0.4,0.6666666666666666,0.26666666666666666,0.6666666666666666,0.26666666666666666,Strong purifying
recQ_2,core,8596,1934,886,45.81178903826267,455,72,383,0.15824175824175823,0.8417582417582418,5.319444444444445,2.1277777777777778,5.319444444444445,2.1277777777777778,Relaxed/positive
ctpE_1,core,8603,2554,1302,50.97885669537979,675,110,565,0.16296296296296298,0.837037037037037,5.136363636363637,2.0545454545454547,5.136363636363637,2.0545454545454547,Relaxed/positive
purE,core,8592,532,137,25.75187969924812,93,17,76,0.1827956989247312,0.8172043010752689,4.470588235294118,1.7882352941176471,4.470588235294118,1.7882352941176471,Relaxed/positive
agaC_1,core,8515,993,819,82.4773413897281,303,12,291,0.039603960396039604,0.9603960396039604,24.25,9.7,24.25,9.7,Relaxed/positive
hpt,core,8603,546,56,10.256410256410255,54,37,17,0.6851851851851852,0.3148148148148148,0.4594594594594595,0.1837837837837838,0.4594594594594595,0.1837837837837838,Strong purifying
ntpJ_1,core,8600,1624,760,46.79802955665024,380,48,332,0.12631578947368421,0.8736842105263158,6.916666666666667,2.7666666666666666,6.916666666666667,2.7666666666666666,Relaxed/positive
lpxG_2,core,8441,987,489,49.544072948328264,238,23,215,0.09663865546218488,0.9033613445378151,9.347826086956522,3.7391304347826084,9.347826086956522,3.7391304347826084,Relaxed/positive
yfeW_2,core,8494,2420,747,30.867768595041323,326,34,292,0.10429447852760736,0.8957055214723927,8.588235294117647,3.4352941176470586,8.588235294117647,3.4352941176470586,Relaxed/positive
nrdH,core,8585,225,22,9.777777777777779,21,12,9,0.5714285714285714,0.42857142857142855,0.75,0.3,0.75,0.3,Moderate purifying
licC_2,core,8603,1779,1476,82.96795952782462,508,6,502,0.011811023622047244,0.9881889763779528,83.66666666666667,33.46666666666667,83.66666666666667,33.46666666666667,Relaxed/positive
pth,core,8603,567,105,18.51851851851852,79,36,43,0.45569620253164556,0.5443037974683544,1.1944444444444444,0.47777777777777775,1.1944444444444444,0.47777777777777775,Moderate purifying
queA,core,8602,1047,199,19.00668576886342,166,89,77,0.536144578313253,0.463855421686747,0.8651685393258427,0.34606741573033706,0.8651685393258427,0.34606741573033706,Moderate purifying
tag_1,core,8598,697,430,61.69296987087518,184,14,170,0.07608695652173914,0.9239130434782609,12.142857142857142,4.857142857142857,12.142857142857142,4.857142857142857,Relaxed/positive
graR,core,8600,679,111,16.347569955817377,89,40,49,0.449438202247191,0.550561797752809,1.225,0.49000000000000005,1.225,0.49000000000000005,Moderate purifying
yfcJ,core,8546,1237,277,22.392886014551333,205,113,92,0.551219512195122,0.44878048780487806,0.8141592920353983,0.3256637168141593,0.8141592920353983,0.3256637168141593,Moderate purifying
polA,core,8597,2649,425,16.04379010947527,361,190,171,0.5263157894736842,0.47368421052631576,0.9,0.36,0.9,0.36,Moderate purifying
mutS2_2,core,8595,2483,1202,48.409182440596055,624,96,528,0.15384615384615385,0.8461538461538461,5.5,2.2,5.5,2.2,Relaxed/positive
pstS1_2,core,8602,903,432,47.840531561461795,246,70,176,0.2845528455284553,0.7154471544715447,2.5142857142857142,1.0057142857142858,2.5142857142857142,1.0057142857142858,Near neutral
puuR,core,8603,543,66,12.154696132596685,59,36,23,0.6101694915254238,0.3898305084745763,0.6388888888888888,0.25555555555555554,0.6388888888888888,0.25555555555555554,Strong purifying
bceB,core,8538,2386,1129,47.31768650461023,541,57,484,0.10536044362292052,0.8946395563770795,8.491228070175438,3.3964912280701753,8.491228070175438,3.3964912280701753,Relaxed/positive
zapA,core,8602,463,64,13.822894168466524,53,17,36,0.32075471698113206,0.6792452830188679,2.1176470588235294,0.8470588235294118,2.1176470588235294,0.8470588235294118,Near neutral
gpsB,core,8603,448,74,16.517857142857142,54,18,36,0.3333333333333333,0.6666666666666666,2.0,0.8,2.0,0.8,Near neutral
cysL_2,core,8430,911,550,60.37321624588364,256,25,231,0.09765625,0.90234375,9.24,3.696,9.24,3.696,Relaxed/positive
paiA_2,core,8539,626,395,63.09904153354633,167,9,158,0.05389221556886228,0.9461077844311377,17.555555555555557,7.022222222222223,17.555555555555557,7.022222222222223,Relaxed/positive
cah,core,8603,709,136,19.18194640338505,89,11,78,0.12359550561797752,0.8764044943820225,7.090909090909091,2.8363636363636364,7.090909090909091,2.8363636363636364,Relaxed/positive
pepV_2,core,8593,1463,757,51.742993848257,378,26,352,0.06878306878306878,0.9312169312169312,13.538461538461538,5.415384615384616,13.538461538461538,5.415384615384616,Relaxed/positive
gmuC,core,8340,1409,256,18.168914123491838,195,55,140,0.28205128205128205,0.717948717948718,2.5454545454545454,1.018181818181818,2.5454545454545454,1.018181818181818,Near neutral
folK,core,8592,487,102,20.944558521560573,75,23,52,0.30666666666666664,0.6933333333333334,2.260869565217391,0.9043478260869564,2.260869565217391,0.9043478260869564,Near neutral
rmlA,core,8602,867,123,14.186851211072666,106,66,40,0.6226415094339622,0.37735849056603776,0.6060606060606061,0.24242424242424243,0.6060606060606061,0.24242424242424243,Strong purifying
spo0J,core,8603,900,121,13.444444444444445,107,70,37,0.6542056074766355,0.34579439252336447,0.5285714285714286,0.21142857142857144,0.5285714285714286,0.21142857142857144,Strong purifying
yqfL_1,core,8602,941,439,46.65249734325186,244,69,175,0.2827868852459016,0.7172131147540983,2.536231884057971,1.0144927536231885,2.536231884057971,1.0144927536231885,Near neutral
rpiA,core,8601,681,140,20.558002936857562,112,48,64,0.42857142857142855,0.5714285714285714,1.3333333333333333,0.5333333333333333,1.3333333333333333,0.5333333333333333,Moderate purifying
yhdG,core,8600,1398,251,17.954220314735338,203,95,108,0.46798029556650245,0.5320197044334976,1.1368421052631579,0.45473684210526316,1.1368421052631579,0.45473684210526316,Moderate purifying
fadA,core,8567,2418,495,20.471464019851116,385,165,220,0.42857142857142855,0.5714285714285714,1.3333333333333333,0.5333333333333333,1.3333333333333333,0.5333333333333333,Moderate purifying
urdA,core,8531,642,146,22.741433021806852,101,18,83,0.1782178217821782,0.8217821782178217,4.611111111111111,1.8444444444444443,4.611111111111111,1.8444444444444443,Relaxed/positive
manZ_7,core,8583,1343,988,73.56664184661206,341,7,334,0.020527859237536656,0.9794721407624634,47.714285714285715,19.085714285714285,47.714285714285715,19.085714285714285,Relaxed/positive
luxS,core,8602,459,62,13.507625272331156,53,22,31,0.41509433962264153,0.5849056603773585,1.4090909090909092,0.5636363636363637,1.4090909090909092,0.5636363636363637,Moderate purifying
tmk,core,8586,639,87,13.615023474178404,70,32,38,0.45714285714285713,0.5428571428571428,1.1875,0.475,1.1875,0.475,Moderate purifying
mdtG,core,8539,1332,437,32.80780780780781,238,60,178,0.25210084033613445,0.7478991596638656,2.966666666666667,1.1866666666666668,2.966666666666667,1.1866666666666668,Near neutral
recR,core,8600,597,88,14.74036850921273,73,45,28,0.6164383561643836,0.3835616438356164,0.6222222222222222,0.24888888888888888,0.6222222222222222,0.24888888888888888,Strong purifying
dauR,core,8468,669,127,18.98355754857997,98,43,55,0.4387755102040816,0.5612244897959183,1.2790697674418605,0.5116279069767442,1.2790697674418605,0.5116279069767442,Moderate purifying
tsaD,core,8602,1047,221,21.10792741165234,173,82,91,0.47398843930635837,0.5260115606936416,1.1097560975609757,0.4439024390243903,1.1097560975609757,0.4439024390243903,Moderate purifying
rlmA,core,8599,846,199,23.52245862884161,141,47,94,0.3333333333333333,0.6666666666666666,2.0,0.8,2.0,0.8,Near neutral
atpG,core,8602,909,133,14.631463146314633,113,52,61,0.46017699115044247,0.5398230088495575,1.1730769230769231,0.46923076923076923,1.1730769230769231,0.46923076923076923,Moderate purifying
dus,core,8599,975,218,22.358974358974358,175,93,82,0.5314285714285715,0.4685714285714286,0.8817204301075269,0.35268817204301073,0.8817204301075269,0.35268817204301073,Moderate purifying
est,core,8603,771,149,19.32555123216602,118,52,66,0.4406779661016949,0.559322033898305,1.2692307692307692,0.5076923076923077,1.2692307692307692,0.5076923076923077,Moderate purifying
rsuA_2,core,8517,807,495,61.33828996282528,241,54,187,0.22406639004149378,0.7759336099585062,3.462962962962963,1.385185185185185,3.462962962962963,1.385185185185185,Relaxed/positive
truA_1,core,8596,898,404,44.98886414253897,206,20,186,0.0970873786407767,0.9029126213592233,9.3,3.72,9.3,3.72,Relaxed/positive
yedJ,core,8600,676,132,19.526627218934912,93,15,78,0.16129032258064516,0.8387096774193549,5.2,2.08,5.2,2.08,Relaxed/positive
bglF_2,core,8603,2504,2031,81.11022364217251,719,11,708,0.015299026425591099,0.9847009735744089,64.36363636363636,25.745454545454542,64.36363636363636,25.745454545454542,Relaxed/positive
ymdB,core,8597,798,126,15.789473684210526,111,64,47,0.5765765765765766,0.42342342342342343,0.734375,0.29375,0.734375,0.29375,Strong purifying
pucR_3,core,8568,2000,1446,72.3,573,20,553,0.034904013961605584,0.9650959860383944,27.65,11.059999999999999,27.65,11.059999999999999,Relaxed/positive
cynR_1,core,8602,1327,1007,75.8854559155991,363,19,344,0.05234159779614325,0.9476584022038568,18.105263157894736,7.242105263157894,18.105263157894736,7.242105263157894,Relaxed/positive
priA,core,8601,2433,469,19.276613234689684,383,202,181,0.5274151436031331,0.4725848563968668,0.8960396039603961,0.3584158415841584,0.8960396039603961,0.3584158415841584,Moderate purifying
spxA_1,core,8580,1198,328,27.378964941569283,130,5,125,0.038461538461538464,0.9615384615384616,25.0,10.0,25.0,10.0,Relaxed/positive
srlA,core,8581,558,87,15.591397849462366,67,34,33,0.5074626865671642,0.4925373134328358,0.9705882352941176,0.38823529411764707,0.9705882352941176,0.38823529411764707,Moderate purifying
yjbM,core,8602,675,94,13.925925925925926,83,50,33,0.6024096385542169,0.39759036144578314,0.66,0.264,0.66,0.264,Strong purifying
prmC,core,8603,837,186,22.22222222222222,137,45,92,0.3284671532846715,0.6715328467153284,2.0444444444444443,0.8177777777777777,2.0444444444444443,0.8177777777777777,Near neutral
ispF,core,8600,486,84,17.28395061728395,64,20,44,0.3125,0.6875,2.2,0.8800000000000001,2.2,0.8800000000000001,Near neutral
IMPDH,core,8603,1326,195,14.705882352941178,166,114,52,0.6867469879518072,0.3132530120481928,0.45614035087719296,0.18245614035087718,0.45614035087719296,0.18245614035087718,Strong purifying
glpO,core,8592,1830,386,21.092896174863387,300,137,163,0.45666666666666667,0.5433333333333333,1.1897810218978102,0.4759124087591241,1.1897810218978102,0.4759124087591241,Moderate purifying
ftsE,core,8185,687,87,12.663755458515283,77,61,16,0.7922077922077922,0.2077922077922078,0.26229508196721313,0.10491803278688525,0.26229508196721313,0.10491803278688525,Strong purifying
RBKS,core,8493,1927,406,21.069019200830304,310,102,208,0.32903225806451614,0.6709677419354839,2.0392156862745097,0.8156862745098039,2.0392156862745097,0.8156862745098039,Near neutral
rpoA,core,8603,939,85,9.052183173588926,80,44,36,0.55,0.45,0.8181818181818182,0.32727272727272727,0.8181818181818182,0.32727272727272727,Moderate purifying
thiM,core,8601,1332,170,12.762762762762764,131,53,78,0.40458015267175573,0.5954198473282443,1.471698113207547,0.5886792452830188,1.471698113207547,0.5886792452830188,Moderate purifying
malX,core,8400,1575,362,22.984126984126984,268,98,170,0.3656716417910448,0.6343283582089553,1.7346938775510203,0.6938775510204082,1.7346938775510203,0.6938775510204082,Moderate purifying
ezrA,core,8602,1770,283,15.98870056497175,236,136,100,0.576271186440678,0.423728813559322,0.7352941176470589,0.29411764705882354,0.7352941176470589,0.29411764705882354,Strong purifying
fabI,core,8602,753,121,16.06905710491368,99,53,46,0.5353535353535354,0.46464646464646464,0.8679245283018868,0.34716981132075475,0.8679245283018868,0.34716981132075475,Moderate purifying
ktrA,core,8602,686,98,14.285714285714285,85,57,28,0.6705882352941176,0.32941176470588235,0.49122807017543857,0.19649122807017544,0.49122807017543857,0.19649122807017544,Strong purifying
rlmG,core,8592,645,128,19.844961240310077,90,34,56,0.37777777777777777,0.6222222222222222,1.6470588235294117,0.6588235294117647,1.6470588235294117,0.6588235294117647,Moderate purifying
spoIIIE,core,8603,2463,539,21.883881445391797,410,201,209,0.4902439024390244,0.5097560975609756,1.0398009950248757,0.4159203980099503,1.0398009950248757,0.4159203980099503,Moderate purifying
plsC,core,8600,682,107,15.689149560117302,88,43,45,0.48863636363636365,0.5113636363636364,1.0465116279069768,0.4186046511627907,1.0465116279069768,0.4186046511627907,Moderate purifying
rpmC,core,8599,189,14,7.4074074074074066,14,10,4,0.7142857142857143,0.2857142857142857,0.4,0.16,0.4,0.16,Strong purifying
smpB,core,8603,465,76,16.344086021505376,69,41,28,0.5942028985507246,0.4057971014492754,0.6829268292682927,0.2731707317073171,0.6829268292682927,0.2731707317073171,Strong purifying
proA,core,8603,1401,449,32.04853675945753,256,65,191,0.25390625,0.74609375,2.9384615384615387,1.1753846153846155,2.9384615384615387,1.1753846153846155,Near neutral
recX,core,8602,810,173,21.358024691358025,139,49,90,0.35251798561151076,0.6474820143884892,1.836734693877551,0.7346938775510204,1.836734693877551,0.7346938775510204,Near neutral
xseB,core,8603,231,36,15.584415584415584,30,11,19,0.36666666666666664,0.6333333333333333,1.7272727272727273,0.6909090909090909,1.7272727272727273,0.6909090909090909,Moderate purifying
dinG_1,core,8603,3629,2593,71.45219068613943,976,33,943,0.03381147540983607,0.9661885245901639,28.575757575757574,11.43030303030303,28.575757575757574,11.43030303030303,Relaxed/positive
yibN,core,8602,402,71,17.66169154228856,62,33,29,0.532258064516129,0.46774193548387094,0.8787878787878788,0.3515151515151515,0.8787878787878788,0.3515151515151515,Moderate purifying
sufS_2,core,8536,1333,730,54.76369092273068,350,38,312,0.10857142857142857,0.8914285714285715,8.210526315789474,3.28421052631579,8.210526315789474,3.28421052631579,Relaxed/positive
ecfT_1,core,8603,1276,951,74.52978056426332,326,3,323,0.009202453987730062,0.99079754601227,107.66666666666667,43.06666666666667,107.66666666666667,43.06666666666667,Relaxed/positive
queG,core,8579,1239,267,21.54963680387409,202,85,117,0.4207920792079208,0.5792079207920792,1.3764705882352941,0.5505882352941176,1.3764705882352941,0.5505882352941176,Moderate purifying
rplD,core,8599,624,63,10.096153846153847,59,20,39,0.3389830508474576,0.6610169491525424,1.95,0.78,1.95,0.78,Near neutral
lsa(A),core,8541,1497,327,21.8436873747495,257,106,151,0.41245136186770426,0.5875486381322957,1.4245283018867925,0.569811320754717,1.4245283018867925,0.569811320754717,Moderate purifying
aldA,core,8566,1491,326,21.86452045606975,246,92,154,0.37398373983739835,0.6260162601626016,1.673913043478261,0.6695652173913044,1.673913043478261,0.6695652173913044,Moderate purifying
bbmA,core,8599,1767,427,24.16525183927561,319,98,221,0.3072100313479624,0.6927899686520376,2.2551020408163267,0.9020408163265307,2.2551020408163267,0.9020408163265307,Near neutral
eis_2,core,8602,1316,703,53.419452887538,350,46,304,0.13142857142857142,0.8685714285714285,6.608695652173913,2.643478260869565,6.608695652173913,2.643478260869565,Relaxed/positive
menA_2,core,8576,973,550,56.52620760534429,281,15,266,0.05338078291814947,0.9466192170818505,17.733333333333334,7.093333333333334,17.733333333333334,7.093333333333334,Relaxed/positive
fhs1,core,8602,1671,374,22.381807301017353,288,109,179,0.3784722222222222,0.6215277777777778,1.6422018348623852,0.656880733944954,1.6422018348623852,0.656880733944954,Moderate purifying
purK_1,core,8597,1156,636,55.017301038062286,320,39,281,0.121875,0.878125,7.205128205128205,2.882051282051282,7.205128205128205,2.882051282051282,Relaxed/positive
yteP_1,core,8577,1120,759,67.76785714285715,322,43,279,0.13354037267080746,0.8664596273291926,6.488372093023256,2.5953488372093023,6.488372093023256,2.5953488372093023,Relaxed/positive
hflX,core,8571,2192,311,14.187956204379562,231,89,142,0.3852813852813853,0.6147186147186147,1.595505617977528,0.6382022471910112,1.595505617977528,0.6382022471910112,Moderate purifying
rnr,core,8601,2408,482,20.016611295681063,376,141,235,0.375,0.625,1.6666666666666667,0.6666666666666667,1.6666666666666667,0.6666666666666667,Moderate purifying
ndoA_1,core,8596,469,321,68.44349680170576,125,5,120,0.04,0.96,24.0,9.6,24.0,9.6,Relaxed/positive
nnrD,core,8573,1047,294,28.08022922636103,192,45,147,0.234375,0.765625,3.2666666666666666,1.3066666666666666,3.2666666666666666,1.3066666666666666,Relaxed/positive
adhE_1,core,8603,2658,1243,46.76448457486832,567,116,451,0.20458553791887124,0.7954144620811288,3.8879310344827585,1.5551724137931033,3.8879310344827585,1.5551724137931033,Relaxed/positive
rpsM,core,8602,366,24,6.557377049180328,21,11,10,0.5238095238095238,0.47619047619047616,0.9090909090909091,0.36363636363636365,0.9090909090909091,0.36363636363636365,Moderate purifying
degA_2,core,8584,1270,985,77.55905511811024,367,11,356,0.02997275204359673,0.9700272479564033,32.36363636363637,12.945454545454547,32.36363636363637,12.945454545454547,Relaxed/positive
acuI,core,8262,993,193,19.436052366565963,158,62,96,0.3924050632911392,0.6075949367088608,1.5483870967741935,0.6193548387096774,1.5483870967741935,0.6193548387096774,Moderate purifying
lepA,core,8597,1899,309,16.27172195892575,259,152,107,0.5868725868725869,0.41312741312741313,0.7039473684210527,0.28157894736842104,0.7039473684210527,0.28157894736842104,Strong purifying
mutL,core,8588,2139,474,22.159887798036465,364,159,205,0.4368131868131868,0.5631868131868132,1.2893081761006289,0.5157232704402516,1.2893081761006289,0.5157232704402516,Moderate purifying
secG,core,8603,237,25,10.548523206751055,21,11,10,0.5238095238095238,0.47619047619047616,0.9090909090909091,0.36363636363636365,0.9090909090909091,0.36363636363636365,Moderate purifying
eno,core,8601,1340,202,15.074626865671641,156,104,52,0.6666666666666666,0.3333333333333333,0.5,0.2,0.5,0.2,Strong purifying
sipV,core,8564,555,94,16.936936936936934,82,31,51,0.3780487804878049,0.6219512195121951,1.6451612903225807,0.6580645161290323,1.6451612903225807,0.6580645161290323,Moderate purifying
folA,core,8603,522,147,28.160919540229884,101,38,63,0.37623762376237624,0.6237623762376238,1.6578947368421053,0.6631578947368422,1.6578947368421053,0.6631578947368422,Moderate purifying
xerC_1,core,8576,4459,3139,70.39694998878673,1065,34,1031,0.03192488262910798,0.968075117370892,30.323529411764707,12.129411764705882,30.323529411764707,12.129411764705882,Relaxed/positive
iscS_1,core,8603,1229,634,51.586655817738006,322,21,301,0.06521739130434782,0.9347826086956522,14.333333333333334,5.733333333333333,14.333333333333334,5.733333333333333,Relaxed/positive
mta,core,8598,760,179,23.55263157894737,117,15,102,0.1282051282051282,0.8717948717948718,6.8,2.7199999999999998,6.8,2.7199999999999998,Relaxed/positive
comC,core,8511,842,245,29.097387173396676,156,37,119,0.23717948717948717,0.7628205128205128,3.2162162162162162,1.2864864864864864,3.2162162162162162,1.2864864864864864,Near neutral
yxdM,core,8552,1868,500,26.76659528907923,329,94,235,0.2857142857142857,0.7142857142857143,2.5,1.0,2.5,1.0,Near neutral
kimA,core,8579,1830,334,18.251366120218577,273,168,105,0.6153846153846154,0.38461538461538464,0.625,0.25,0.625,0.25,Strong purifying
lplJ_1,core,8459,1117,619,55.416293643688455,305,40,265,0.13114754098360656,0.8688524590163934,6.625,2.65,6.625,2.65,Relaxed/positive
glnA,core,8596,1398,216,15.450643776824036,178,106,72,0.5955056179775281,0.4044943820224719,0.6792452830188679,0.27169811320754716,0.6792452830188679,0.27169811320754716,Strong purifying
nhaK,core,8591,2108,436,20.683111954459203,321,74,247,0.23052959501557632,0.7694704049844237,3.3378378378378377,1.335135135135135,3.3378378378378377,1.335135135135135,Relaxed/positive
tagU_2,core,8603,2140,1258,58.78504672897197,520,32,488,0.06153846153846154,0.9384615384615385,15.25,6.1,15.25,6.1,Relaxed/positive
rplT,core,8603,363,42,11.570247933884298,33,16,17,0.48484848484848486,0.5151515151515151,1.0625,0.425,1.0625,0.425,Moderate purifying
glnQ_1,core,8603,811,596,73.48951911220715,240,12,228,0.05,0.95,19.0,7.6,19.0,7.6,Relaxed/positive
rlmCD_1,core,8564,1413,779,55.1309271054494,401,58,343,0.14463840399002495,0.8553615960099751,5.913793103448276,2.3655172413793104,5.913793103448276,2.3655172413793104,Relaxed/positive
cydB,core,8602,1014,175,17.258382642998026,143,72,71,0.5034965034965035,0.4965034965034965,0.9861111111111112,0.3944444444444445,0.9861111111111112,0.3944444444444445,Moderate purifying
menB,core,8599,816,107,13.112745098039216,96,69,27,0.71875,0.28125,0.391304347826087,0.1565217391304348,0.391304347826087,0.1565217391304348,Strong purifying
veg,core,8603,252,28,11.11111111111111,25,7,18,0.28,0.72,2.5714285714285716,1.0285714285714287,2.5714285714285716,1.0285714285714287,Near neutral
cysS,core,8600,1413,247,17.480537862703468,200,100,100,0.5,0.5,1.0,0.4,1.0,0.4,Moderate purifying
pfkA,core,8603,963,106,11.007268951194185,97,61,36,0.6288659793814433,0.3711340206185567,0.5901639344262295,0.2360655737704918,0.5901639344262295,0.2360655737704918,Strong purifying
atzC_1,core,8596,1544,960,62.17616580310881,402,21,381,0.05223880597014925,0.9477611940298507,18.142857142857142,7.257142857142857,18.142857142857142,7.257142857142857,Relaxed/positive
pgk,core,8602,1194,180,15.07537688442211,150,77,73,0.5133333333333333,0.4866666666666667,0.948051948051948,0.37922077922077924,0.948051948051948,0.37922077922077924,Moderate purifying
btuD_4,core,8603,3850,3080,80.0,1058,22,1036,0.020793950850661626,0.9792060491493384,47.09090909090909,18.836363636363636,47.09090909090909,18.836363636363636,Relaxed/positive
yqgQ,core,8599,219,36,16.43835616438356,27,7,20,0.25925925925925924,0.7407407407407407,2.857142857142857,1.1428571428571428,2.857142857142857,1.1428571428571428,Near neutral
pyrG,core,8603,1611,230,14.276846679081315,199,122,77,0.6130653266331658,0.3869346733668342,0.6311475409836066,0.25245901639344265,0.6311475409836066,0.25245901639344265,Strong purifying
feuB,core,8601,1059,278,26.251180358829085,197,64,133,0.3248730964467005,0.6751269035532995,2.078125,0.83125,2.078125,0.83125,Near neutral
modB,core,8584,685,175,25.547445255474454,126,37,89,0.29365079365079366,0.7063492063492064,2.4054054054054053,0.9621621621621621,2.4054054054054053,0.9621621621621621,Near neutral
rsmH,core,8601,960,183,19.0625,145,59,86,0.4068965517241379,0.593103448275862,1.4576271186440677,0.583050847457627,1.4576271186440677,0.583050847457627,Moderate purifying
rpsE,core,8601,501,47,9.3812375249501,43,22,21,0.5116279069767442,0.4883720930232558,0.9545454545454546,0.38181818181818183,0.9545454545454546,0.38181818181818183,Moderate purifying
sorF,core,8470,420,99,23.57142857142857,75,29,46,0.38666666666666666,0.6133333333333333,1.5862068965517242,0.6344827586206897,1.5862068965517242,0.6344827586206897,Moderate purifying
mhqA_4,core,8549,1163,820,70.5073086844368,338,26,312,0.07692307692307693,0.9230769230769231,12.0,4.8,12.0,4.8,Relaxed/positive
dppE_2,core,8603,1822,1647,90.39517014270034,571,6,565,0.010507880910683012,0.989492119089317,94.16666666666667,37.66666666666667,94.16666666666667,37.66666666666667,Relaxed/positive
bfmBAB,core,8502,990,237,23.939393939393938,171,71,100,0.4152046783625731,0.5847953216374269,1.408450704225352,0.5633802816901408,1.408450704225352,0.5633802816901408,Moderate purifying
eutL,core,8600,654,119,18.195718654434252,95,43,52,0.45263157894736844,0.5473684210526316,1.2093023255813953,0.48372093023255813,1.2093023255813953,0.48372093023255813,Moderate purifying
tlyA,core,8603,817,164,20.0734394124847,125,46,79,0.368,0.632,1.7173913043478262,0.6869565217391305,1.7173913043478262,0.6869565217391305,Moderate purifying
arcC1_1,core,8603,992,770,77.62096774193549,313,27,286,0.08626198083067092,0.9137380191693291,10.592592592592593,4.237037037037037,10.592592592592593,4.237037037037037,Relaxed/positive
opuCC,core,8587,934,145,15.524625267665954,107,20,87,0.18691588785046728,0.8130841121495327,4.35,1.7399999999999998,4.35,1.7399999999999998,Relaxed/positive
strA,core,8284,740,142,19.18918918918919,109,45,64,0.41284403669724773,0.5871559633027523,1.4222222222222223,0.5688888888888889,1.4222222222222223,0.5688888888888889,Moderate purifying
murF,core,8603,1431,301,21.03424178895877,225,77,148,0.3422222222222222,0.6577777777777778,1.922077922077922,0.7688311688311689,1.922077922077922,0.7688311688311689,Near neutral
atpE_1,core,8602,591,247,41.793570219966156,129,21,108,0.16279069767441862,0.8372093023255814,5.142857142857143,2.0571428571428574,5.142857142857143,2.0571428571428574,Relaxed/positive
rplL,core,8602,369,34,9.214092140921409,28,12,16,0.42857142857142855,0.5714285714285714,1.3333333333333333,0.5333333333333333,1.3333333333333333,0.5333333333333333,Moderate purifying
cysK,core,8595,934,228,24.411134903640257,174,55,119,0.3160919540229885,0.6839080459770115,2.1636363636363636,0.8654545454545455,2.1636363636363636,0.8654545454545455,Near neutral
rppH,core,8487,480,146,30.416666666666664,92,20,72,0.21739130434782608,0.782608695652174,3.6,1.44,3.6,1.44,Relaxed/positive
nagR_3,core,8538,957,692,72.3092998955068,258,16,242,0.06201550387596899,0.937984496124031,15.125,6.05,15.125,6.05,Relaxed/positive
