position	match	mismatch	gap	coverage
1151	8210	0	0	8210
1152	8210	0	0	8210
1153	8210	0	0	8210
1154	8209	1	0	8210
1155	8210	0	0	8210
1156	8210	0	0	8210
1157	8210	0	0	8210
1158	8210	0	0	8210
1159	8210	0	0	8210
1160	3158	5052	0	8210
1161	8210	0	0	8210
1162	8210	0	0	8210
1163	8210	0	0	8210
1164	8209	0	1	8210
1165	8210	0	0	8210
1166	8109	99	2	8210
1167	8210	0	0	8210
1168	8210	0	0	8210
1169	8210	0	0	8210
1170	8210	0	0	8210
1171	8210	0	0	8210
1172	8210	0	0	8210
1173	8210	0	0	8210
1174	8210	0	0	8210
1175	8210	0	0	8210
1176	8210	0	0	8210
1177	8210	0	0	8210
1178	8210	0	0	8210
1179	8210	0	0	8210
1180	8210	0	0	8210
1181	8210	0	0	8210
1182	8210	0	0	8210
1183	8210	0	0	8210
1184	8210	0	0	8210
1185	8210	0	0	8210
1186	8197	13	0	8210
1187	8209	1	0	8210
1188	8210	0	0	8210
1189	8210	0	0	8210
1190	8210	0	0	8210
1191	8204	6	0	8210
1192	8210	0	0	8210
1193	8210	0	0	8210
1194	8210	0	0	8210
1195	8210	0	0	8210
1196	8210	0	0	8210
1197	8210	0	0	8210
1198	8210	0	0	8210
1199	4218	3992	0	8210
1200	2199	6011	0	8210
1201	8210	0	0	8210
1202	8210	0	0	8210
1203	8210	0	0	8210
1204	8210	0	0	8210
1205	8209	1	0	8210
1206	8210	0	0	8210
1207	8210	0	0	8210
1208	8210	0	0	8210
1209	8210	0	0	8210
1210	8210	0	0	8210
1211	8210	0	0	8210
1212	8096	114	0	8210
1213	8210	0	0	8210
1214	8209	1	0	8210
1215	8210	0	0	8210
1216	8209	1	0	8210
1217	5987	2223	0	8210
1218	8210	0	0	8210
1219	7704	506	0	8210
1220	8210	0	0	8210
1221	8206	4	0	8210
1222	8210	0	0	8210
1223	8210	0	0	8210
1224	8210	0	0	8210
1225	8210	0	0	8210
1226	8210	0	0	8210
1227	8203	7	0	8210
1228	1032	7178	0	8210
1229	8210	0	0	8210
1230	8206	4	0	8210
1231	8210	0	0	8210
1232	8210	0	0	8210
1233	8210	0	0	8210
1234	8210	0	0	8210
1235	8210	0	0	8210
1236	8210	0	0	8210
1237	8210	0	0	8210
1238	8210	0	0	8210
1239	8210	0	0	8210
1240	8210	0	0	8210
1241	8210	0	0	8210
1242	8210	0	0	8210
1243	8210	0	0	8210
1244	8210	0	0	8210
1245	8208	2	0	8210
1246	8210	0	0	8210
1247	8210	0	0	8210
1248	8210	0	0	8210
1249	8209	1	0	8210
1250	6665	1545	0	8210
1251	8210	0	0	8210
1252	8210	0	0	8210
1253	8210	0	0	8210
1254	8210	0	0	8210
1255	8210	0	0	8210
1256	8210	0	0	8210
1257	8210	0	0	8210
1258	8210	0	0	8210
1259	8210	0	0	8210
1260	6602	1608	0	8210
1261	8178	32	0	8210
1262	8198	12	0	8210
1263	8210	0	0	8210
1264	8210	0	0	8210
1265	8210	0	0	8210
1266	8210	0	0	8210
1267	8182	28	0	8210
1268	8210	0	0	8210
1269	8210	0	0	8210
1270	8210	0	0	8210
1271	5430	2780	0	8210
1272	8210	0	0	8210
1273	8210	0	0	8210
1274	8210	0	0	8210
1275	3367	4843	0	8210
1276	8210	0	0	8210
1277	8210	0	0	8210
1278	8210	0	0	8210
1279	8209	1	0	8210
1280	8207	3	0	8210
1281	8208	2	0	8210
1282	8210	0	0	8210
1283	8209	1	0	8210
1284	8210	0	0	8210
1285	8210	0	0	8210
1286	3316	4894	0	8210
1287	8210	0	0	8210
1288	8210	0	0	8210
1289	8210	0	0	8210
1290	8210	0	0	8210
1291	8210	0	0	8210
1292	8210	0	0	8210
1293	8210	0	0	8210
1294	8209	1	0	8210
1295	8210	0	0	8210
1296	8210	0	0	8210
1297	8210	0	0	8210
1298	8210	0	0	8210
1299	8207	3	0	8210
1300	8209	1	0	8210
1301	8210	0	0	8210
1302	8210	0	0	8210
1303	8190	20	0	8210
1304	8210	0	0	8210
1305	8210	0	0	8210
1306	8210	0	0	8210
1307	8210	0	0	8210
1308	8210	0	0	8210
1309	8210	0	0	8210
1310	8210	0	0	8210
1311	8210	0	0	8210
1312	8210	0	0	8210
1313	6047	2163	0	8210
1314	8210	0	0	8210
1315	8210	0	0	8210
1316	8210	0	0	8210
1317	8210	0	0	8210
1318	8113	97	0	8210
1319	8210	0	0	8210
1320	8210	0	0	8210
1321	8210	0	0	8210
1322	8210	0	0	8210
1323	8210	0	0	8210
1324	8210	0	0	8210
1325	8210	0	0	8210
1326	8210	0	0	8210
1327	8209	1	0	8210
1328	8210	0	0	8210
1329	8210	0	0	8210
1330	8210	0	0	8210
1331	8210	0	0	8210
1332	8210	0	0	8210
1333	8210	0	0	8210
1334	8210	0	0	8210
1335	8210	0	0	8210
1336	8210	0	0	8210
1337	8210	0	0	8210
1338	7087	1123	0	8210
1339	8209	1	0	8210
1340	8210	0	0	8210
1341	8210	0	0	8210
1342	8210	0	0	8210
1343	8210	0	0	8210
1344	8210	0	0	8210
1345	8210	0	0	8210
1346	8210	0	0	8210
1347	8210	0	0	8210
1348	8210	0	0	8210
1349	8210	0	0	8210
1350	8210	0	0	8210
1351	8210	0	0	8210
1352	8174	36	0	8210
1353	8210	0	0	8210
1354	8209	1	0	8210
1355	8210	0	0	8210
1356	8210	0	0	8210
1357	8210	0	0	8210
1358	8208	2	0	8210
1359	8210	0	0	8210
1360	8210	0	0	8210
1361	8210	0	0	8210
1362	8210	0	0	8210
1363	8208	2	0	8210
1364	8210	0	0	8210
1365	8210	0	0	8210
1366	8210	0	0	8210
1367	8210	0	0	8210
1368	8210	0	0	8210
1369	8210	0	0	8210
1370	7753	457	0	8210
1371	8210	0	0	8210
1372	8209	1	0	8210
1373	8209	1	0	8210
1374	8210	0	0	8210
1375	8210	0	0	8210
1376	6847	1363	0	8210
1377	8210	0	0	8210
1378	8210	0	0	8210
1379	8210	0	0	8210
1380	8210	0	0	8210
1381	8210	0	0	8210
1382	8210	0	0	8210
1383	8210	0	0	8210
1384	8210	0	0	8210
1385	8210	0	0	8210
1386	8209	1	0	8210
1387	8210	0	0	8210
1388	8210	0	0	8210
1389	8210	0	0	8210
1390	8210	0	0	8210
1391	8199	11	0	8210
1392	8209	1	0	8210
1393	8210	0	0	8210
1394	8210	0	0	8210
1395	8210	0	0	8210
1396	8210	0	0	8210
1397	8209	1	0	8210
1398	8210	0	0	8210
1399	8210	0	0	8210
1400	8210	0	0	8210
1401	8210	0	0	8210
1402	8210	0	0	8210
1403	8210	0	0	8210
1404	8210	0	0	8210
1405	8210	0	0	8210
1406	8210	0	0	8210
1407	8210	0	0	8210
1408	8210	0	0	8210
1409	8210	0	0	8210
1410	8210	0	0	8210
1411	8208	2	0	8210
1412	8210	0	0	8210
1413	8208	2	0	8210
1414	8210	0	0	8210
1415	8210	0	0	8210
1416	8210	0	0	8210
1417	8210	0	0	8210
1418	8210	0	0	8210
1419	8210	0	0	8210
1420	8210	0	0	8210
1421	8209	1	0	8210
1422	8178	32	0	8210
1423	8210	0	0	8210
1424	7938	272	0	8210
1425	8210	0	0	8210
1426	8210	0	0	8210
1427	8204	6	0	8210
1428	8210	0	0	8210
1429	8210	0	0	8210
1430	8210	0	0	8210
1431	8210	0	0	8210
1432	8210	0	0	8210
1433	8209	1	0	8210
1434	8210	0	0	8210
1435	8210	0	0	8210
1436	3729	4481	0	8210
1437	8209	1	0	8210
1438	8207	3	0	8210
1439	8210	0	0	8210
1440	8210	0	0	8210
1441	8210	0	0	8210
1442	8210	0	0	8210
1443	8210	0	0	8210
1444	8210	0	0	8210
1445	8015	195	0	8210
1446	8210	0	0	8210
1447	8210	0	0	8210
1448	8210	0	0	8210
1449	8210	0	0	8210
1450	8210	0	0	8210
1451	6941	1269	0	8210
1452	8210	0	0	8210
1453	8206	4	0	8210
1454	7096	1114	0	8210
1455	8210	0	0	8210
1456	8210	0	0	8210
1457	8210	0	0	8210
1458	8210	0	0	8210
1459	8210	0	0	8210
1460	8206	4	0	8210
1461	8210	0	0	8210
1462	8210	0	0	8210
1463	8210	0	0	8210
1464	8210	0	0	8210
1465	8210	0	0	8210
1466	8210	0	0	8210
1467	8210	0	0	8210
1468	8210	0	0	8210
1469	8108	102	0	8210
1470	8210	0	0	8210
1471	8210	0	0	8210
1472	8210	0	0	8210
1473	8210	0	0	8210
1474	8210	0	0	8210
1475	8210	0	0	8210
1476	8207	3	0	8210
1477	8125	85	0	8210
1478	8101	109	0	8210
1479	8210	0	0	8210
1480	8210	0	0	8210
1481	8153	57	0	8210
1482	8210	0	0	8210
1483	8208	2	0	8210
1484	8111	99	0	8210
1485	8210	0	0	8210
1486	8210	0	0	8210
1487	8209	1	0	8210
1488	7185	1025	0	8210
1489	8210	0	0	8210
1490	8210	0	0	8210
1491	8210	0	0	8210
1492	8210	0	0	8210
1493	8210	0	0	8210
1494	8210	0	0	8210
1495	8210	0	0	8210
1496	8209	1	0	8210
1497	8210	0	0	8210
1498	8210	0	0	8210
1499	8210	0	0	8210
1500	8210	0	0	8210
1501	8210	0	0	8210
1502	8210	0	0	8210
1503	8210	0	0	8210
1504	8210	0	0	8210
1505	8210	0	0	8210
1506	8210	0	0	8210
1507	8210	0	0	8210
1508	8210	0	0	8210
1509	8210	0	0	8210
1510	8155	55	0	8210
1511	8207	3	0	8210
1512	8210	0	0	8210
1513	8210	0	0	8210
1514	8210	0	0	8210
1515	8210	0	0	8210
1516	8210	0	0	8210
1517	8202	8	0	8210
1518	8210	0	0	8210
1519	8210	0	0	8210
1520	8210	0	0	8210
1521	8210	0	0	8210
1522	8088	122	0	8210
1523	8210	0	0	8210
1524	8210	0	0	8210
1525	8210	0	0	8210
1526	8210	0	0	8210
1527	8210	0	0	8210
1528	8210	0	0	8210
1529	8210	0	0	8210
1530	8210	0	0	8210
1531	8210	0	0	8210
1532	8210	0	0	8210
1533	8210	0	0	8210
1534	8210	0	0	8210
1535	8110	100	0	8210
1536	8210	0	0	8210
1537	8210	0	0	8210
1538	8210	0	0	8210
1539	8210	0	0	8210
1540	8210	0	0	8210
1541	8210	0	0	8210
1542	8210	0	0	8210
1543	8210	0	0	8210
1544	8210	0	0	8210
1545	8210	0	0	8210
1546	8210	0	0	8210
1547	8210	0	0	8210
1548	8209	1	0	8210
1549	8210	0	0	8210
1550	8210	0	0	8210
1551	8210	0	0	8210
1552	8209	1	0	8210
1553	8210	0	0	8210
1554	8210	0	0	8210
1555	8210	0	0	8210
1556	8210	0	0	8210
1557	8205	5	0	8210
1558	8210	0	0	8210
1559	8210	0	0	8210
1560	8210	0	0	8210
1561	8209	1	0	8210
1562	8202	8	0	8210
1563	8210	0	0	8210
1564	6955	1255	0	8210
1565	8210	0	0	8210
1566	8210	0	0	8210
1567	8210	0	0	8210
1568	8197	13	0	8210
1569	8210	0	0	8210
1570	8210	0	0	8210
1571	8210	0	0	8210
1572	8210	0	0	8210
1573	8204	6	0	8210
1574	8210	0	0	8210
1575	8210	0	0	8210
1576	8210	0	0	8210
1577	8210	0	0	8210
1578	8210	0	0	8210
1579	8208	2	0	8210
1580	8210	0	0	8210
1581	8210	0	0	8210
1582	8210	0	0	8210
1583	8210	0	0	8210
1584	6931	1279	0	8210
1585	8210	0	0	8210
1586	8210	0	0	8210
1587	8209	1	0	8210
1588	8210	0	0	8210
1589	8210	0	0	8210
1590	8210	0	0	8210
1591	8210	0	0	8210
1592	8210	0	0	8210
1593	7906	304	0	8210
1594	8210	0	0	8210
1595	8210	0	0	8210
1596	8210	0	0	8210
1597	8210	0	0	8210
1598	8210	0	0	8210
1599	8210	0	0	8210
1600	8210	0	0	8210
1601	8210	0	0	8210
1602	8210	0	0	8210
1603	8210	0	0	8210
1604	8209	1	0	8210
1605	8210	0	0	8210
1606	8210	0	0	8210
1607	8210	0	0	8210
1608	8206	4	0	8210
1609	8203	7	0	8210
1610	8198	12	0	8210
1611	8210	0	0	8210
1612	8210	0	0	8210
1613	8209	1	0	8210
1614	8210	0	0	8210
1615	8210	0	0	8210
1616	8210	0	0	8210
1617	8210	0	0	8210
1618	8210	0	0	8210
1619	8209	1	0	8210
1620	8210	0	0	8210
1621	8208	2	0	8210
1622	8191	19	0	8210
1623	8210	0	0	8210
1624	8203	7	0	8210
1625	8210	0	0	8210
1626	8210	0	0	8210
1627	8210	0	0	8210
1628	8210	0	0	8210
1629	8210	0	0	8210
1630	8210	0	0	8210
1631	7897	313	0	8210
1632	8210	0	0	8210
1633	8209	1	0	8210
1634	8210	0	0	8210
1635	8210	0	0	8210
1636	8210	0	0	8210
1637	8210	0	0	8210
1638	8210	0	0	8210
1639	8201	9	0	8210
1640	8210	0	0	8210
1641	8209	1	0	8210
1642	8210	0	0	8210
1643	8210	0	0	8210
1644	8210	0	0	8210
1645	8207	3	0	8210
1646	8210	0	0	8210
1647	8210	0	0	8210
1648	8210	0	0	8210
1649	8209	1	0	8210
1650	8210	0	0	8210
1651	8210	0	0	8210
1652	8210	0	0	8210
1653	8209	1	0	8210
1654	8210	0	0	8210
1655	8210	0	0	8210
1656	8210	0	0	8210
1657	8210	0	0	8210
1658	8210	0	0	8210
1659	8209	1	0	8210
1660	7435	775	0	8210
1661	8210	0	0	8210
1662	8210	0	0	8210
1663	8210	0	0	8210
1664	8210	0	0	8210
1665	8210	0	0	8210
1666	8210	0	0	8210
1667	6953	1257	0	8210
1668	8210	0	0	8210
1669	8210	0	0	8210
1670	8210	0	0	8210
1671	8210	0	0	8210
1672	8210	0	0	8210
1673	8210	0	0	8210
1674	8210	0	0	8210
1675	8210	0	0	8210
1676	7169	1041	0	8210
1677	8210	0	0	8210
1678	8210	0	0	8210
1679	8210	0	0	8210
1680	8210	0	0	8210
1681	8210	0	0	8210
1682	8210	0	0	8210
1683	8210	0	0	8210
1684	8210	0	0	8210
1685	8210	0	0	8210
1686	8210	0	0	8210
1687	8210	0	0	8210
1688	8210	0	0	8210
1689	8210	0	0	8210
1690	8210	0	0	8210
1691	8210	0	0	8210
1692	8210	0	0	8210
1693	8210	0	0	8210
1694	8210	0	0	8210
1695	8210	0	0	8210
1696	8209	1	0	8210
1697	8203	7	0	8210
1698	8209	1	0	8210
1699	8208	2	0	8210
1700	6942	1268	0	8210
1701	8210	0	0	8210
1702	8209	1	0	8210
1703	8210	0	0	8210
1704	8210	0	0	8210
1705	8210	0	0	8210
1706	8210	0	0	8210
1707	8210	0	0	8210
1708	8210	0	0	8210
1709	8210	0	0	8210
1710	8209	1	0	8210
1711	8205	5	0	8210
1712	7910	300	0	8210
1713	8209	1	0	8210
1714	7201	1009	0	8210
1715	8205	5	0	8210
1716	8210	0	0	8210
1717	8210	0	0	8210
1718	8210	0	0	8210
1719	8210	0	0	8210
1720	8210	0	0	8210
1721	8210	0	0	8210
1722	8210	0	0	8210
1723	8203	7	0	8210
1724	8210	0	0	8210
1725	8193	17	0	8210
1726	8210	0	0	8210
1727	8195	15	0	8210
1728	8209	1	0	8210
1729	8210	0	0	8210
1730	8210	0	0	8210
1731	8210	0	0	8210
1732	8210	0	0	8210
1733	8150	60	0	8210
1734	8209	1	0	8210
1735	8210	0	0	8210
1736	8210	0	0	8210
1737	8210	0	0	8210
1738	8210	0	0	8210
1739	8080	130	0	8210
1740	8210	0	0	8210
1741	8210	0	0	8210
1742	8210	0	0	8210
1743	8210	0	0	8210
1744	8210	0	0	8210
1745	8183	27	0	8210
1746	8210	0	0	8210
1747	8210	0	0	8210
1748	8210	0	0	8210
1749	8210	0	0	8210
1750	8201	9	0	8210
1751	8203	7	0	8210
1752	8210	0	0	8210
1753	8209	1	0	8210
1754	8210	0	0	8210
1755	8210	0	0	8210
1756	8210	0	0	8210
1757	8210	0	0	8210
1758	8207	3	0	8210
1759	8210	0	0	8210
1760	8210	0	0	8210
1761	8210	0	0	8210
1762	8210	0	0	8210
1763	8031	179	0	8210
1764	8210	0	0	8210
1765	8210	0	0	8210
1766	7145	1065	0	8210
1767	8210	0	0	8210
1768	8188	22	0	8210
1769	8208	2	0	8210
1770	8210	0	0	8210
1771	8210	0	0	8210
1772	7982	228	0	8210
1773	8210	0	0	8210
1774	8210	0	0	8210
1775	8210	0	0	8210
1776	8210	0	0	8210
1777	8185	25	0	8210
1778	8204	6	0	8210
1779	8209	1	0	8210
1780	8210	0	0	8210
1781	8203	7	0	8210
1782	8210	0	0	8210
1783	8210	0	0	8210
1784	8210	0	0	8210
1785	8210	0	0	8210
1786	8210	0	0	8210
1787	8210	0	0	8210
1788	8210	0	0	8210
1789	8210	0	0	8210
1790	8210	0	0	8210
1791	8210	0	0	8210
1792	8210	0	0	8210
1793	8210	0	0	8210
1794	8210	0	0	8210
1795	8210	0	0	8210
1796	8210	0	0	8210
1797	8209	1	0	8210
1798	8210	0	0	8210
1799	8210	0	0	8210
1800	8210	0	0	8210
1801	8209	1	0	8210
1802	8210	0	0	8210
1803	8210	0	0	8210
1804	8210	0	0	8210
1805	8209	1	0	8210
1806	8209	0	1	8210
1807	8207	3	0	8210
1808	8210	0	0	8210
1809	8203	7	0	8210
1810	8210	0	0	8210
1811	8210	0	0	8210
1812	8210	0	0	8210
1813	8210	0	0	8210
1814	8210	0	0	8210
1815	8210	0	0	8210
1816	8210	0	0	8210
1817	8007	203	0	8210
1818	8210	0	0	8210
1819	8210	0	0	8210
1820	8210	0	0	8210
1821	8210	0	0	8210
1822	6399	1811	0	8210
1823	8210	0	0	8210
1824	8210	0	0	8210
1825	8210	0	0	8210
1826	8209	1	0	8210
1827	8210	0	0	8210
1828	8210	0	0	8210
1829	8210	0	0	8210
1830	8210	0	0	8210
1831	8210	0	0	8210
1832	8210	0	0	8210
1833	8210	0	0	8210
1834	8210	0	0	8210
1835	8210	0	0	8210
1836	8210	0	0	8210
1837	8209	1	0	8210
1838	5583	2627	0	8210
1839	8210	0	0	8210
1840	8210	0	0	8210
1841	8210	0	0	8210
1842	8210	0	0	8210
1843	8209	1	0	8210
1844	8140	70	0	8210
1845	8210	0	0	8210
1846	8210	0	0	8210
1847	8210	0	0	8210
1848	8210	0	0	8210
1849	7636	574	0	8210
1850	8187	23	0	8210
1851	8210	0	0	8210
1852	8209	1	0	8210
1853	8210	0	0	8210
1854	8210	0	0	8210
1855	8210	0	0	8210
1856	8210	0	0	8210
1857	8210	0	0	8210
1858	8210	0	0	8210
1859	8210	0	0	8210
1860	8210	0	0	8210
1861	8210	0	0	8210
1862	8210	0	0	8210
1863	8210	0	0	8210
1864	8210	0	0	8210
1865	8210	0	0	8210
1866	8210	0	0	8210
1867	8210	0	0	8210
1868	8210	0	0	8210
1869	8210	0	0	8210
1870	8210	0	0	8210
1871	8205	5	0	8210
1872	8209	1	0	8210
1873	8210	0	0	8210
1874	8210	0	0	8210
1875	8210	0	0	8210
1876	8210	0	0	8210
1877	8202	8	0	8210
1878	8202	8	0	8210
1879	8210	0	0	8210
1880	8210	0	0	8210
1881	8210	0	0	8210
1882	8210	0	0	8210
1883	8210	0	0	8210
1884	8210	0	0	8210
1885	8183	27	0	8210
1886	8210	0	0	8210
1887	7917	293	0	8210
1888	8030	180	0	8210
1889	8210	0	0	8210
1890	8210	0	0	8210
1891	8210	0	0	8210
1892	8210	0	0	8210
1893	8210	0	0	8210
1894	8209	1	0	8210
1895	8210	0	0	8210
1896	8210	0	0	8210
1897	8210	0	0	8210
1898	8206	4	0	8210
1899	8210	0	0	8210
1900	8210	0	0	8210
1901	8210	0	0	8210
1902	8210	0	0	8210
1903	8210	0	0	8210
1904	8210	0	0	8210
1905	8210	0	0	8210
1906	8127	83	0	8210
1907	8210	0	0	8210
1908	8210	0	0	8210
1909	8210	0	0	8210
1910	8210	0	0	8210
1911	8210	0	0	8210
1912	8210	0	0	8210
1913	7797	413	0	8210
1914	8210	0	0	8210
1915	8210	0	0	8210
1916	8210	0	0	8210
1917	8210	0	0	8210
1918	8210	0	0	8210
1919	8210	0	0	8210
1920	8210	0	0	8210
1921	8210	0	0	8210
1922	8210	0	0	8210
1923	8210	0	0	8210
1924	8210	0	0	8210
1925	8189	21	0	8210
1926	8210	0	0	8210
1927	8207	3	0	8210
1928	8200	10	0	8210
1929	8206	4	0	8210
1930	8209	1	0	8210
1931	8209	1	0	8210
1932	8210	0	0	8210
1933	8210	0	0	8210
1934	8210	0	0	8210
1935	8210	0	0	8210
1936	8210	0	0	8210
1937	8210	0	0	8210
1938	8210	0	0	8210
1939	8209	1	0	8210
1940	8210	0	0	8210
1941	8210	0	0	8210
1942	8210	0	0	8210
1943	8210	0	0	8210
1944	8210	0	0	8210
1945	8210	0	0	8210
1946	8210	0	0	8210
1947	8210	0	0	8210
1948	8210	0	0	8210
1949	8210	0	0	8210
1950	8210	0	0	8210
1951	8210	0	0	8210
1952	8210	0	0	8210
1953	8206	4	0	8210
1954	8209	1	0	8210
1955	8210	0	0	8210
1956	8210	0	0	8210
1957	8210	0	0	8210
1958	8210	0	0	8210
1959	8210	0	0	8210
1960	8210	0	0	8210
1961	8210	0	0	8210
1962	8210	0	0	8210
1963	8210	0	0	8210
1964	7408	802	0	8210
1965	8210	0	0	8210
1966	8210	0	0	8210
1967	8210	0	0	8210
1968	8210	0	0	8210
1969	8210	0	0	8210
1970	8206	4	0	8210
1971	8210	0	0	8210
1972	8210	0	0	8210
1973	8209	1	0	8210
1974	8210	0	0	8210
1975	8210	0	0	8210
1976	8210	0	0	8210
1977	8210	0	0	8210
1978	8210	0	0	8210
1979	8203	7	0	8210
1980	8210	0	0	8210
1981	8210	0	0	8210
1982	8210	0	0	8210
1983	8209	1	0	8210
1984	8209	1	0	8210
1985	8210	0	0	8210
1986	8210	0	0	8210
1987	8210	0	0	8210
1988	8210	0	0	8210
1989	8210	0	0	8210
1990	8001	209	0	8210
1991	8209	1	0	8210
1992	8210	0	0	8210
1993	8210	0	0	8210
1994	8210	0	0	8210
1995	8206	4	0	8210
1996	8210	0	0	8210
1997	8210	0	0	8210
1998	8210	0	0	8210
1999	8209	1	0	8210
2000	8209	1	0	8210
2001	8210	0	0	8210
2002	8210	0	0	8210
2003	8203	7	0	8210
2004	8210	0	0	8210
2005	8210	0	0	8210
2006	6454	1756	0	8210
2007	8210	0	0	8210
2008	8210	0	0	8210
2009	8210	0	0	8210
2010	8210	0	0	8210
2011	8210	0	0	8210
2012	8210	0	0	8210
2013	8210	0	0	8210
2014	8209	1	0	8210
2015	8207	3	0	8210
2016	8209	1	0	8210
2017	8210	0	0	8210
2018	8210	0	0	8210
2019	8210	0	0	8210
2020	8195	15	0	8210
2021	8210	0	0	8210
2022	8210	0	0	8210
2023	8163	47	0	8210
2024	8210	0	0	8210
2025	7874	336	0	8210
2026	8182	28	0	8210
2027	8210	0	0	8210
2028	8210	0	0	8210
2029	8210	0	0	8210
2030	8210	0	0	8210
2031	8210	0	0	8210
2032	8210	0	0	8210
2033	8210	0	0	8210
2034	8210	0	0	8210
2035	8210	0	0	8210
2036	8210	0	0	8210
2037	8210	0	0	8210
2038	8210	0	0	8210
2039	8210	0	0	8210
2040	8210	0	0	8210
2041	8210	0	0	8210
2042	8210	0	0	8210
2043	8210	0	0	8210
2044	8210	0	0	8210
2045	8210	0	0	8210
2046	8210	0	0	8210
2047	8210	0	0	8210
2048	8210	0	0	8210
2049	8210	0	0	8210
2050	8210	0	0	8210
2051	8210	0	0	8210
2052	7544	666	0	8210
2053	8210	0	0	8210
2054	8210	0	0	8210
2055	8210	0	0	8210
2056	8210	0	0	8210
2057	6317	1893	0	8210
2058	8210	0	0	8210
2059	8210	0	0	8210
2060	8210	0	0	8210
2061	8127	83	0	8210
2062	8210	0	0	8210
2063	8210	0	0	8210
2064	8210	0	0	8210
2065	8210	0	0	8210
2066	8209	1	0	8210
2067	8210	0	0	8210
2068	8210	0	0	8210
2069	8210	0	0	8210
2070	8209	1	0	8210
2071	8210	0	0	8210
2072	8210	0	0	8210
2073	8210	0	0	8210
2074	8210	0	0	8210
2075	8210	0	0	8210
2076	8210	0	0	8210
2077	8210	0	0	8210
2078	8210	0	0	8210
2079	8209	0	1	8210
2080	8209	0	1	8210
2081	8208	1	1	8210
2082	8209	0	1	8210
2083	8209	0	1	8210
2084	8210	0	0	8210
2085	8210	0	0	8210
2086	8210	0	0	8210
2087	8210	0	0	8210
2088	8210	0	0	8210
2089	8210	0	0	8210
2090	42	8168	0	8210
2091	8210	0	0	8210
2092	8210	0	0	8210
2093	8210	0	0	8210
2094	8210	0	0	8210
2095	8210	0	0	8210
2096	8210	0	0	8210
2097	8210	0	0	8210
2098	8210	0	0	8210
2099	8210	0	0	8210
2100	8210	0	0	8210
2101	8210	0	0	8210
2102	8210	0	0	8210
2103	8210	0	0	8210
2104	8209	1	0	8210
2105	8209	1	0	8210
2106	8210	0	0	8210
2107	8210	0	0	8210
2108	8210	0	0	8210
2109	8209	1	0	8210
2110	8210	0	0	8210
2111	8210	0	0	8210
2112	8210	0	0	8210
2113	8210	0	0	8210
2114	8210	0	0	8210
2115	8210	0	0	8210
2116	8210	0	0	8210
2117	7401	809	0	8210
2118	8210	0	0	8210
2119	8209	1	0	8210
2120	8208	2	0	8210
2121	8210	0	0	8210
2122	8210	0	0	8210
2123	8210	0	0	8210
2124	8210	0	0	8210
2125	8210	0	0	8210
2126	8210	0	0	8210
2127	8210	0	0	8210
2128	8210	0	0	8210
2129	8210	0	0	8210
2130	8210	0	0	8210
2131	8210	0	0	8210
2132	8210	0	0	8210
2133	8030	180	0	8210
2134	8210	0	0	8210
2135	8210	0	0	8210
2136	8209	1	0	8210
2137	8210	0	0	8210
2138	8210	0	0	8210
2139	8210	0	0	8210
2140	8210	0	0	8210
2141	8210	0	0	8210
2142	8206	4	0	8210
2143	8210	0	0	8210
2144	8203	7	0	8210
2145	8210	0	0	8210
2146	8210	0	0	8210
2147	8210	0	0	8210
2148	8210	0	0	8210
2149	8210	0	0	8210
2150	8209	1	0	8210
2151	8210	0	0	8210
2152	8210	0	0	8210
2153	8210	0	0	8210
2154	8209	1	0	8210
2155	8210	0	0	8210
2156	8210	0	0	8210
2157	8210	0	0	8210
2158	8209	1	0	8210
2159	8210	0	0	8210
2160	8210	0	0	8210
2161	8210	0	0	8210
2162	8208	2	0	8210
2163	8210	0	0	8210
2164	8210	0	0	8210
2165	8210	0	0	8210
2166	8207	3	0	8210
2167	8210	0	0	8210
2168	7923	287	0	8210
2169	8210	0	0	8210
2170	8210	0	0	8210
2171	8210	0	0	8210
2172	8209	1	0	8210
2173	8210	0	0	8210
2174	8209	1	0	8210
2175	8210	0	0	8210
2176	8210	0	0	8210
2177	8210	0	0	8210
2178	8210	0	0	8210
2179	8209	1	0	8210
2180	8210	0	0	8210
2181	8210	0	0	8210
2182	8210	0	0	8210
2183	8210	0	0	8210
2184	8210	0	0	8210
2185	8210	0	0	8210
2186	8210	0	0	8210
2187	8210	0	0	8210
2188	8210	0	0	8210
2189	8210	0	0	8210
2190	8183	27	0	8210
2191	8210	0	0	8210
2192	8210	0	0	8210
2193	8210	0	0	8210
2194	8210	0	0	8210
2195	8210	0	0	8210
2196	8210	0	0	8210
2197	8210	0	0	8210
2198	8207	3	0	8210
2199	8210	0	0	8210
2200	8210	0	0	8210
2201	8210	0	0	8210
2202	8210	0	0	8210
2203	8210	0	0	8210
2204	8209	1	0	8210
2205	8210	0	0	8210
2206	8210	0	0	8210
2207	8210	0	0	8210
2208	8209	1	0	8210
2209	8209	1	0	8210
2210	8210	0	0	8210
2211	8210	0	0	8210
2212	8210	0	0	8210
2213	8210	0	0	8210
2214	7457	753	0	8210
2215	8200	10	0	8210
2216	8210	0	0	8210
2217	8210	0	0	8210
2218	8031	179	0	8210
2219	8210	0	0	8210
2220	8037	173	0	8210
2221	8210	0	0	8210
2222	8210	0	0	8210
2223	8207	3	0	8210
